"cl_1_discrepancy","cl_2_discrepancy","cl_3_discrepancy","cl_4_discrepancy","cl_5_discrepancy","cl_6_discrepancy","cl_7_discrepancy","cl_8_discrepancy","cl_9_discrepancy","cl_10_discrepancy","cl_11_discrepancy","cl_12_discrepancy","cl_13_discrepancy","cl_14_discrepancy","cl_15_discrepancy","cl_16_discrepancy","cl_17_discrepancy","cl_18_discrepancy","cl_19_discrepancy","cl_20_discrepancy","cl_21_discrepancy","cl_22_discrepancy","cl_23_discrepancy","cl_24_discrepancy","cl_25_discrepancy","cl_26_discrepancy","cl_27_discrepancy","cl_28_discrepancy","cl_29_discrepancy","cl_30_discrepancy","RMSE","elpd_loo","elpd_loo_se","p_loo","p_loo_se"
-0.0192210526007417,0.101342410554791,0.00296465487032815,0.0874565820830993,-0.00367505167763894,0.146531639801211,-0.0382283995462242,0.0079195425448045,-0.0358395270280663,0.0430378231673116,0.0464900969477112,-0.0232240330331267,0.0716092762679912,-0.0233971230452977,0.0506101640028659,-0.00278926502964292,-0.0505522225582846,-0.129512492585153,-0.0246572926038916,-0.0466030963776192,-0.0213287971194156,-0.0962507406227959,-0.00619436362443226,-0.000755479168365495,0.0938496167652694,0.0227074472610099,-0.00599489530846658,0.0153383237898899,0.0525599448261855,-0.00532279688858297,0.0576311822947984,-4503.35413401661,39.6532689384129,445.549061322953,12.3443174461403
-0.0951044472047337,0.000603458166267579,-0.00503953872865206,0.0137461138084092,0.0345415753998382,0.0872981677272028,0.0301061888516937,-0.0013920845725932,0.0491098220037655,-0.00190266889373117,-0.0093884320461875,-0.00770162725583952,0.105492277625826,-0.0105572650497834,0.167881127367145,0.0121821527484802,-0.0295426817373852,0.012597519306995,0.0254443969683361,0.0451221355897279,-0.0438426359998048,0.0717767022842393,-0.0147498952201035,-0.00257916534967173,-0.0195565804957502,0.179300018555824,0.0137155488052706,0.0566640264792235,-0.0584697048466254,0.00298283397552282,0.0609612045964271,-4540.19796615161,39.0570316059532,445.017621225449,12.0756041715977
-0.0122990056984058,0.0627573115189697,0.0389025368158182,0.0188240373710541,0.0122218042433487,0.280998686100254,-0.017298042841395,-0.0321959837485457,-0.028094367909745,0.0177452084956885,0.0215170952924492,-0.0119055292681958,0.0485824546957326,-0.0305005811664524,0.137818275649835,0.0240676571568178,-0.0110112154755281,0.00908187031726839,-0.0310332136815943,0.036434012260533,-0.0554093978173091,-0.00901830705581353,0.0261195487079967,0.0358576688933083,0.00533000481846919,0.0880356194173272,-0.0137094062491632,0.0226544804863899,0.0248399707683239,-0.00636278051493616,0.0652499396404862,-4580.23288005397,37.9640668205073,427.517596121178,11.1738059169226
-0.0637117123459054,-0.0422679643307691,-0.00444436497016777,0.0470121481249201,-0.0816724308479668,0.0864760413616058,-0.112542290631323,0.00571308312187217,-0.0168329840120419,0.0666297009565812,0.00145544391052211,-0.0151017310753708,0.0102484247385039,0.0609597463755477,-0.0568667814548552,0.00275573625401748,-0.0162711273885522,0.0261585200269851,-0.0473287773550532,-0.0287607992757889,-0.048311269614117,0.0625680253055085,0.00731798441794032,0.0535192607045091,-0.0468988991035708,0.129591566644267,-0.0115650842212269,0.0913431414945444,0.0410626845997783,0.0111783210162262,0.0545902507304271,-4542.55162575696,39.3519909849736,465.995052701903,12.5064989391133
0.0214657546282034,0.0430993152249492,-0.0151302057037894,0.107928978806608,-0.00295196219230843,0.483902716264457,0.00959473937716847,0.046673158667058,-0.112203597228745,0.0262648830019574,-0.00581827600996808,-0.0243327621002617,0.00416682712494573,-0.00926775888772309,0.172759206404824,-0.00905726851533127,-0.0511258137094,0.00499948484460432,0.00802124358953249,0.0229902264167823,0.0280142866216613,-0.00168656546625635,0.0470105611777703,0.00639595263069854,0.0508464208793877,0.0998128570184713,0.0459066533117933,0.017587510950244,0.0275410187554852,0.00254924501151204,0.102725096599504,-4501.96087122611,38.9394646153414,459.073497302335,13.6870020540364
-0.0810775639747899,0.0519733003320148,-0.022214248117049,0.158027243375276,-0.00867913483194385,0.398932536204323,-0.0527863357031222,-0.0121117004628918,-0.0307819706818343,-0.0358296239585235,0.0433363373574579,0.0201293372223288,-0.0654637758825241,-0.0130383968110471,0.0721058775421807,-0.0682052671604985,-0.0532507986131592,0.00112177559202941,-0.0231583717480015,0.0315138184794947,0.00960956579635455,0.0353235715526678,0.0055372120664696,-0.00390457716957015,-0.0290962999917991,0.225958569375892,0.0562210278124647,0.145327671398513,-0.00591966987943332,-0.0326517374472125,0.0997924566238651,-4493.3815168297,37.7538670858056,440.680154441552,11.5441604191351
0.0301763548935056,0.0921122652676652,-0.0106001435532624,0.0899775314754313,0.374039373064018,0.335943997934365,0.0293112540139979,0.0219987286467179,0.0267035224127211,0.0158553680433948,0.0872862095471006,0.0788103003831966,0.151080999295171,0.0013740816349439,0.182098926374143,0.0965866845253345,0.0144233568698391,0.117507257152384,0.00586490966896188,0.13948115674538,-0.00541270047463745,0.23251548829459,-0.000884492613696439,0.302125777833566,0.0809736672571477,0.379659615823408,-0.107265512842824,0.261441299077755,0.0315066078767797,0.0580133826616414,0.159751266449941,-4461.97319806947,38.6637539122475,449.730723393716,12.1998451338109
-0.00897844488648518,-0.00245032688241981,-0.0121547137425686,0.0861228881842916,-0.0682233035125896,0.202661319482318,0.0486485458486979,0.0485859125520426,-0.00829565473410857,-0.00374654433563797,-0.0242207834983037,-0.0590979934306717,0.0224522108733396,-0.026341683778482,0.0483540489666143,-0.0316769209220047,-0.0247627714826143,-0.0567003693928457,0.00832013137846887,-0.0284417356079771,0.00808630964226042,-0.00189139769005059,-0.0582588138775424,-0.0186874364817283,0.0160371783185951,-0.098351665161566,0.0197431733775513,-0.00643233318470617,0.0352030240343562,-0.0553883151197222,0.0547702761517506,-4523.28074624912,39.671377002123,448.801866482221,12.2757280489178
-0.0370820807869587,-0.0185110155753027,-0.0859814679935828,-0.0197963408670098,0.0372332790042215,0.228043022392915,0.0284040625644314,0.0899047055328528,0.0666744139346553,0.0705434757365382,0.0286821725027833,0.0580071841517436,0.0575621132768129,-0.0542193483846973,-0.0844265922328254,0.0474487887816058,-0.0136695568073741,-0.0351618129255613,0.0114749640088018,-0.0814382544869452,-0.00711304722510527,0.079648389119025,-0.00363344305659162,-0.0010457447536642,-0.0142882389080701,0.124434253314785,0.0132883116226502,0.0510887734393953,0.00735729547253735,-0.0765310114004414,0.0683143219059615,-4542.032789947,38.6278383435667,457.200424241045,12.1408000090666
0.0153927371606023,0.0133551623757387,0.0435330569609883,0.0191401358464883,0.0118286953391002,0.235613698438176,0.0423641729285755,0.0136564471980862,0.0877780408023584,-0.01982930391459,0.0359266841626048,-0.00503760958247378,0.0616035999485653,-0.00162460109246848,0.166904632112157,0.0372922246373516,0.0515162585540499,-0.111577737588863,-0.00531958964469415,-0.00238461116370696,-0.00423939644451343,-0.0377917454421045,-0.0398125552380349,0.133298157034317,0.0111592810817731,0.234494806170313,-0.0138108609024496,0.000339089448154263,-0.0338423851970619,-0.00266659197025798,0.0806565281528085,-4440.15672915489,39.2367556321652,440.754178151243,12.0726761030674
